Nome,Cervejaria,Grupo,Estilo,Alcool,Ativa,Sazonal,Minima,Maxima,Copo,Geral,Aroma,Aparencia,Sabor,Sensacao,Conjunto,Votos
Desperados,Fischer d'Alsace,Heineken,Specialty Beer,5.9,SIM,Não é sazonal,0,4, Lager (Chope) Caldereta,2.1,4,3,7,2,4,170
Jenlain Ambrée,Brasserie DuyckImportadoraUnilandEstiloBiere de Garde  Álcool (%)7.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Biere de Garde,7.5,SIM,Não é sazonal,5,7, Tulipa,3.3,7,3,13,3,7,78
Jenlain Blonde,Brasserie DuyckImportadoraUnilandEstiloBiere de Garde  Álcool (%)7.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Biere de Garde,7.5,SIM,Não é sazonal,5,7, Tulipa,3.2,6,4,13,3,6,40
Kronenbourg 1664,Brasseries Kronenbourg,Carlsberg,Standard American Lager,5,SIM,Não é sazonal,0,4, Pilsner Caldereta,2.6,5,3,10,3,5,60
La Bière du Démon,Les Brasseurs De GayantImportadoraBeers on The TableEstiloBelgian Golden Strong Ale  Álcool (%)12% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Belgian Golden Strong Ale,12,SIM,Não é sazonal,5,7, Taça,2,4,3,7,2,4,31
La Goudale,Les Brasseurs De GayantImportadoraBeers on The TableEstiloBiere de Garde  Álcool (%)7.2% ABVAtivaSIMSazonalNão é sazonalVisite o website,NA,Biere de Garde,7.2,SIM,Não é sazonalVisite o website,NA,NA,NA,3,6,3,12,3,6,31
Tequieros,Les Brasseurs De GayantImportadoraBeers on The TableEstiloSpecialty Beer  Álcool (%)5.6% ABVIngredientesTequila and LimeAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Caldereta CilíndricoVisite o website,NA,Specialty Beer,5.6,SIM,Não é sazonal,5,7, Caldereta Cilíndrico,2.2,4,3,8,2,4,29
Triple Secret Des Moines,Grain dÓrgeImportadoraUnilandEstiloBelgian Tripel  Álcool (%)8% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Taça Cálice (Trapista)Visite o website,NA,Belgian Tripel,8,SIM,Não é sazonal,8,12, Tulipa Taça Cálice (Trapista),3.5,7,4,14,3,7,49
Mythos,Mythos,CarlsbergImportadoraAegean,Standard American Lager,5,SIM,Não é sazonal,NA,0, Pilsner,2.6,5,3,10,3,6,32
Amstel,Cervejaria Heineken,Heineken,Standard American Lager,5,SIM,Não é sazonal,0,4, Lager (Chope) Pilsner Caldereta,2.5,4,3,10,3,5,110
Amstel Pulse,Heineken Nederland,HeinekenImportadoraFEMSA,Premium American Lager,4.7,SIM,Não é sazonal,0,4, Lager (Chope) Caldereta,2.4,4,3,9,3,5,213
Amsterdam Mariner,Informações,SABMillerImportadoraWal Mart,Premium American Lager,5,SIM,Não é sazonal,0,4, Pilsner,2.2,4,3,9,2,5,31
Amsterdam Maximator,Informações,SABMillerImportadoraWal Mart,Malt Liquor,11.6,SIM,Não é sazonal,5,7, Taça,2,4,3,7,2,4,59
Amsterdam Navigator,Informações,SABMillerImportadoraWal MartÁlcool (%)8.4% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,8.4,SIM,Não é sazonal,5,7, Taça,2,4,3,7,2,4,40
Bavaria 8.6 Special Beer,Bavaria BrouwerijImportadoraBier&WeinEstiloMalt Liquor  Álcool (%)7.9% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Malt Liquor,7.9,SIM,Não é sazonal,5,7, Tulipa,3.1,6,3,12,3,6,163
Bavaria 8.6 Special Red Beer,Bavaria BrouwerijImportadoraBier&WeinEstiloMalt Liquor  Álcool (%)7.9% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Malt Liquor,7.9,SIM,Não é sazonal,5,7, Tulipa,3,6,4,11,3,6,84
Christoffel Blond,St. ChristoffelImportadoraUnilandEstiloPremium American Lager  Álcool (%)6% ABVIngredientesÁgua, malte de cevada, lúpulo e leveduraAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pilsner CanecaVisite o website,NA,Premium American Lager,NA,SIM,Não é sazonal,6,0, Pilsner Caneca,3.5,7,4,14,3,7,40
Christoffel Bok,St. ChristoffelImportadoraUnilandEstiloTraditional Bock  Álcool (%)7.8% ABVIngredientesÁgua, malte de cevada, lúpulo e leveduraAtivaSIMSazonalInvernoTemperatura8-12 °C Visite o website,NA,Traditional Bock,NA,SIM,Inverno,7.8,8,NA,3.5,7,3,14,3,7,50
Christoffel Nobel,St. ChristoffelImportadoraUnilandEstiloBohemian Pilsener  Álcool (%)8.7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Visite o website,NA,Bohemian Pilsener,NA,SIM,Não é sazonal,8.7,5,NA,3.8,7,4,15,4,7,40
Christoffel Robertus,St. ChristoffelImportadoraUnilandEstiloVienna Lager  Álcool (%)6% ABVIngredientesÁgua, malte de cevada, lúpulo e leveduraAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa FlautaVisite o website,NA,Vienna Lager,NA,SIM,Não é sazonal,6,5, Tulipa Flauta,3.7,7,4,15,4,7,30
De Molen Op & Top,Brouwerij de MolenEstiloIndia Pale Ale (IPA)  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,India Pale Ale (IPA),4.5,SIM,Não é sazonal,5,7, Pint,3.8,8,4,15,4,8,28
Grolsch Premium Pilsner (Premium Lager),Grolsch,SABMiller,Premium American Lager,5,SIM,Não é sazonal,0,4, Lager (Chope) Pilsner Caldereta,2.9,5,3,12,3,6,83
Heineken,Cervejaria Heineken,Heineken,Premium American Lager,5,SIM,Não é sazonal,5,7, Lager (Chope),3.1,6,3,12,3,6,773
Hertog Jan Dubbel,Arcense Bierbrouwerij,Anheuser-InBev,Belgian Dubbel,7.3,SIM,Não é sazonal,8,12, Taça,3.5,7,4,14,3,7,38
Hertog Jan Grand Prestige,Arcense Bierbrouwerij,Anheuser-InBev,Belgian Dark Strong Ale,10,SIM,Não é sazonal,8,12, Taça,3.8,8,4,15,4,7,47
Hollandia,Bavaria BrouwerijEstiloPremium American Lager  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal PilsnerVisite o website,NA,Premium American Lager,5,SIM,Não é sazonal,0,4, Pilsner,2.7,5,3,11,3,6,52
La Trappe Blond,De KoningshoevenImportadoraBier&WeinEstiloBelgian Blond Ale  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Blond Ale,6.5,SIM,Não é sazonal,5,7, Cálice (Trapista),3.7,7,4,15,4,8,146
La Trappe Bockbier,De KoningshoevenImportadoraBier&WeinEstiloSpecialty Beer  Álcool (%)7% ABVAtivaSIMSazonalOutonoTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Specialty Beer,7,SIM,Outono,8,12, Tulipa,3.8,7,4,15,4,7,51
La Trappe Dubbel,De KoningshoevenImportadoraBier&WeinEstiloBelgian Dubbel  Álcool (%)7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Dubbel,7,SIM,Não é sazonal,5,7, Cálice (Trapista),3.8,7,4,15,4,8,155
La Trappe Isid'or,De KoningshoevenImportadoraBier&WeinEstiloBelgian Pale Ale  Álcool (%)7.5% ABVAtivaSIMSazonalComemorativaTemperatura8-12 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Pale Ale,7.5,SIM,Comemorativa,8,12, Cálice (Trapista),3.8,7,4,15,4,8,64
La Trappe Quadrupel,De KoningshoevenImportadoraBier&WeinEstiloBelgian Quadrupel / ABT  Álcool (%)10% ABVAtivaSIMSazonalNão é sazonalTemperatura13-15 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Quadrupel / ABT,10,SIM,Não é sazonal,13,15, Cálice (Trapista),4.2,8,4,17,4,8,206
La Trappe Quadrupel Oak Aged,De KoningshoevenEstiloWood Aged Beer  Álcool (%)10% ABVIngredientesÁgua,malte,lúpulo e fermento.AtivaSIMSazonalOutrosTemperatura13-15 °C Copo ideal Cálice (Trapista)Visite o website,NA,Wood Aged Beer,10,SIM,Outros,NA,13, Cálice (Trapista),4.1,8,4,16,4,8,29
La Trappe Tripel,De KoningshoevenImportadoraBier&WeinEstiloBelgian Tripel  Álcool (%)8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Cálice (Trapista)Visite o website,NA,Belgian Tripel,8,SIM,Não é sazonal,5,7, Cálice (Trapista),3.8,7,4,15,4,7,116
La Trappe Witte Trappist,De KoningshoevenImportadoraBier&WeinEstiloWitbier  Álcool (%)5.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TumblerVisite o website,NA,Witbier,5.5,SIM,Não é sazonal,5,7, Tumbler,3.5,7,4,14,4,7,94
Oranjeboom,United Dutch BreweriesEstiloPremium American Lager  Álcool (%)5% ABVIngredientesagua,malte de cebada extracto de lupuloAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope)Visite o website,NA,Premium American Lager,5,SIM,Não é sazonal,5,7, Lager (Chope),2.8,5,3,11,3,6,29
Tilburg's Dutch Brown Ale,De KoningshoevenEstiloEnglish Brown Ale  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TaçaVisite o website,NA,English Brown Ale,5,SIM,Não é sazonal,8,12, Taça,3,6,3,12,3,6,60
Urthel Hop-it,De Leyerth BrouwerijenImportadoraBier&WeinEstiloBelgian Golden Strong Ale  Álcool (%)9.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Golden Strong Ale,9.5,SIM,Não é sazonal,8,12, Tulipa Taça,3.9,8,4,16,4,8,73
Urthel Saisonnière,De Leyerth BrouwerijenEstiloSaison / Farmhouse  Álcool (%)6% ABVIngredienteswater, malts, wheat, sugar, yeast. None-filtered on bottle, filtered on draught.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Saison / Farmhouse,6,SIM,Não é sazonal,NA,NA, Tulipa,3.9,8,4,15,4,8,77
Urthel Samaranth,De Leyerth BrouwerijenImportadoraBier&WeinEstiloBelgian Dark Strong Ale  Álcool (%)11% ABVAtivaSIMSazonalNão é sazonalTemperatura13-15 °C Copo ideal Tulipa Cálice (Trapista)Visite o website,NA,Belgian Dark Strong Ale,11,SIM,Não é sazonal,13,15, Tulipa Cálice (Trapista),4,8,4,16,4,8,64
Abbot Ale,Greene KingImportadoraBoxerEstiloExtra Special Bitter/English Pale Ale  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Pint CalderetaVisite o website,NA,Extra Special Bitter/English Pale Ale,5,SIM,Não é sazonal,8,12, Pint Caldereta,3.4,6,4,14,3,7,67
Badger First Call,Badger (Hall & Woodhouse)EstiloSpecialty Beer  Álcool (%)4% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Specialty Beer,4,SIM,Não é sazonal,5,7, Pint,NA,NA,NA,NA,NA,NA,NA
Badger Poacher's Choice,Badger (Hall & Woodhouse)ImportadoraBier&WeinEstiloSpecialty Beer  Álcool (%)5.7% ABVIngredientesÁgua, Malte de cevada, Lúpulo, Aroma natural de Ameixa e Alcaçuz e SulfitoAtivaSIMSazonalInvernoTemperatura5-7 °C Copo ideal PintVisite o website,NA,Specialty Beer,5.7,SIM,Inverno,5,7, Pint,3.4,7,4,13,3,6,50
Batemans Combined Harvest,Batemans BreweryImportadoraBeerTradeEstiloSpecial/Premium Bitter  Álcool (%)4.7% ABVIBU28AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Special/Premium Bitter,4.7,SIM,Não é sazonal,28,5, Pint,3.3,6,3,13,3,7,51
Batemans Dark Lord,Batemans BreweryImportadoraBeerTradeEstiloPorter  Álcool (%)5% ABVIBU48AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Porter,5,SIM,Não é sazonal,48,8, Pint,3.1,6,3,12,3,6,28
Batemans Triple XB (XXXB),Batemans BreweryImportadoraBeerTradeEstiloExtra Special Bitter/English Pale Ale  Álcool (%)4.8% ABVIBU38IngredientesHops: Goldings, Challenger, Liberty Malt: Maris OtterAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Extra Special Bitter/English Pale Ale,4.8,SIM,Não é sazonal,38,8, Pint,3.5,7,4,14,4,7,54
Batemans Victory Ale,Batemans BreweryImportadoraBeerTradeEstiloExtra Special Bitter/English Pale Ale  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,Extra Special Bitter/English Pale Ale,6,SIM,Não é sazonal,5,7, Pint Caldereta,3.3,7,3,13,3,6,39
Bishops Finger,Shepherd NeameEstiloExtra Special Bitter/English Pale Ale  Álcool (%)5.4% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Extra Special Bitter/English Pale Ale,5.4,SIM,Não é sazonal,5,7, Pint,3.5,7,4,14,3,7,82
Badger Blandford Flyer,Badger (Hall & Woodhouse)EstiloSpice/Herb/Vegetable Beer  Álcool (%)5.2% ABVCor SRM9,00AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa PintVisite o website,NA,Spice/Herb/Vegetable Beer,5.2,SIM,Não é sazonal,5,7, Tulipa Pint,2.9,6,3,11,3,6,61
Fuller's 1845,Fuller'sImportadoraBoxerEstiloOld Ale  Álcool (%)6.3% ABVCor SRM13,00AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Old Ale,6.3,SIM,Não é sazonal,8,12, Pint,3.9,7,4,15,4,8,109
Fuller's Black Cab Stout,Fuller'sEstiloDry Stout  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Dry Stout,4.5,SIM,Não é sazonal,5,7, Pint,3.8,7,4,15,4,7,63
Fuller's Discovery Blonde Beer,Fuller'sImportadoraBoxerEstiloBlond Ale  Álcool (%)4.2% ABVCor SRM4,00AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Blond Ale,4.2,SIM,Não é sazonal,5,7, Taça,3.5,7,3,14,4,7,33
Fuller's ESB,Fuller'sImportadoraBoxerEstiloExtra Special Bitter/English Pale Ale  Álcool (%)5.9% ABVIBU35Cor SRM20,00AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa Pint CalderetaVisite o website,NA,Extra Special Bitter/English Pale Ale,5.9,SIM,Não é sazonal,35,8, Tulipa Pint Caldereta,3.7,7,4,15,4,8,147
Fuller's Golden Pride,Fuller'sImportadoraBoxerEstiloBarley Wine  Álcool (%)8.5% ABVCor SRM17,00AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa PintVisite o website,NA,Barley Wine,8.5,SIM,Não é sazonal,8,12, Tulipa Pint,3.7,7,4,15,4,7,95
Fuller's India Pale Ale,Fuller'sImportadoraBoxerEstiloIndia Pale Ale (IPA)  Álcool (%)4.8% ABVIBU50AtivaSIMSazonalOutrosTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),4.8,SIM,Outros,50,5, Caldereta,3.8,7,4,15,4,8,131
Fuller's London Porter,Fuller'sImportadoraBoxerEstiloPorter  Álcool (%)5.4% ABVCor SRM29,00AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa TaçaVisite o website,NA,Porter,5.4,SIM,Não é sazonal,8,12, Tulipa Taça,3.7,7,4,15,4,7,122
Fuller's London Pride,Fuller'sImportadoraBoxerEstiloSpecial/Premium Bitter  Álcool (%)4.7% ABVCor SRM8,00AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa CalderetaVisite o website,NA,Special/Premium Bitter,4.7,SIM,Não é sazonal,8,12, Tulipa Caldereta,3.6,7,4,14,4,7,165
Fuller's Organic Honey Dew,Fuller'sImportadoraBoxerEstiloSpecialty Beer  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Specialty Beer,5,SIM,Não é sazonal,5,7, Tulipa,3.5,7,3,14,4,7,125
Fuller's Vintage Ale,Fuller'sImportadoraBoxerEstiloOld Ale  Álcool (%)8.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa PintVisite o website,NA,Old Ale,8.5,SIM,Não é sazonal,8,12, Tulipa Pint,4.3,8,4,17,4,9,62
Badger Golden Glory,Badger (Hall & Woodhouse)EstiloSpecialty Beer  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal TaçaVisite o website,NA,Specialty Beer,4.5,SIM,Não é sazonal,0,4, Taça,3.3,7,3,12,3,6,74
Greene King IPA,Greene KingImportadoraBoxerEstiloStandard Bitter  Álcool (%)3.6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Standard Bitter,3.6,SIM,Não é sazonal,5,7, Pint,2.7,5,3,10,3,5,57
Hen's Tooth,Greene KingImportadoraBoxerEstiloOld Ale  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Old Ale,6.5,SIM,Não é sazonal,8,12, Pint,3.6,7,4,14,4,7,48
Hook Norton Double Stout,Hook Norton BreweryImportadoraBeer LegendsEstiloDry Stout  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Dry Stout,4.8,SIM,Não é sazonal,5,7, Pint,3.6,7,4,14,4,7,40
Iron Maiden Trooper,RobinsonsImportadoraOn TradeEstiloSpecial/Premium Bitter  Álcool (%)4.7% ABVIngredientesMalte e notas cítricas a partir de uma mistura única de Bobec, Goldings e lúpulo Cascade. Ainda tem um toque sutil de limão.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Special/Premium Bitter,4.7,SIM,Não é sazonal,NA,NA, Pint,3.6,7,4,14,4,7,80
Marston's Old Empire,Marston's Beer CompanyImportadoraUnilandEstiloIndia Pale Ale (IPA)  Álcool (%)5.7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),5.7,SIM,Não é sazonal,5,7, Caldereta,3.2,6,3,13,3,6,39
Marston's Owd Rodger,Marston's Beer CompanyImportadoraUnilandEstiloStrong Scotch Ale  Álcool (%)7.6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Strong Scotch Ale,7.6,SIM,Não é sazonal,5,7, Tulipa,3.6,7,4,15,4,7,29
Marston's Strong Pale Ale,Marston's Beer CompanyImportadoraUnilandEstiloExtra Special Bitter/English Pale Ale  Álcool (%)6.2% ABVIngredienteságua, malte, sacarose, levedura e lúpulo. AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Extra Special Bitter/English Pale Ale,6.2,SIM,Não é sazonal,NA,5, Pint,3.3,6,4,13,3,7,28
Meantime Chocolate Porter,Meantime BrewingImportadoraBrazilWaysEstiloPorter  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Porter,6.5,SIM,Não é sazonal,8,12, Tulipa,3.5,7,3,14,3,7,50
Meantime Coffee Porter,Meantime BrewingImportadoraBrazilWaysEstiloPorter  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Porter,6,SIM,Não é sazonal,8,12, Tulipa,3.4,7,3,13,3,7,31
Meantime India Pale Ale,Meantime BrewingImportadoraBrazilWaysEstiloIndia Pale Ale (IPA)  Álcool (%)7.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),7.5,SIM,Não é sazonal,5,7, Caldereta,4.1,8,4,16,4,8,46
Meantime London Pale Ale,Meantime BrewingImportadoraBrazilWaysEstiloExtra Special Bitter/English Pale Ale  Álcool (%)4.3% ABVIngredientesEnglish Goldings and American Cascade and Cluster hopsAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,Extra Special Bitter/English Pale Ale,4.3,SIM,Não é sazonal,5,7, Caldereta,3.7,7,4,15,4,7,38
Meantime London Stout,Meantime BrewingImportadoraBrazilWaysEstiloOatmeal Stout  Álcool (%)5.4% ABVIBU33AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Oatmeal Stout,5.4,SIM,Não é sazonal,33,8, Tulipa,3.4,6,4,14,3,7,40
Meantime Raspberry Grand Cru,Meantime BrewingImportadoraBrazilWaysEstiloLambic - Fruit  Álcool (%)6.5% ABVIngredientesCevada,Trigo, Malte, aroma de FramboesaAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa Flauta,NA,Lambic - Fruit,6.5,SIM,Não é sazonal,5,7, Tulipa Flauta,3.2,6,4,12,3,7,36
Meantime Yakima Red ,Meantime BrewingImportadoraBrazilWaysEstiloIrish Red Ale  Álcool (%)4.1% ABVIngredientesAgua, malte, lupulo e leveduras.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa PintVisite o website,NA,Irish Red Ale,4.1,SIM,Não é sazonal,NA,5, Tulipa Pint,3.7,7,4,15,4,7,31
Newcastle Brown Ale,Dunston,HeinekenImportadoraBoxer,English Brown Ale,4.7,SIM,Não é sazonal,8,12, Pint,3.1,6,4,13,3,6,136
Hook Norton Old Hooky,Hook Norton BreweryImportadoraBeer LegendsEstiloEnglish Brown Ale  Álcool (%)4.6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,English Brown Ale,4.6,SIM,Não é sazonal,5,7, Pint,3.4,6,4,13,4,7,28
Old Peculier,T & R TheakstonEstiloEnglish Brown Ale  Álcool (%)5.6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,English Brown Ale,5.6,SIM,Não é sazonal,5,7, Caldereta,3.6,7,4,15,4,7,46
Old Speckled Hen,Greene KingImportadoraBoxerEstiloExtra Special Bitter/English Pale Ale  Álcool (%)5.2% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Extra Special Bitter/English Pale Ale,5.2,SIM,Não é sazonal,8,12, Pint,3.5,6,4,14,4,7,148
Old Tom With Chocolate,RobinsonsImportadoraOn TradeEstiloEnglish Brown Ale  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal CalderetaVisite o website,NA,English Brown Ale,6,SIM,Não é sazonal,8,12, Caldereta,3.6,7,4,14,4,7,76
Old Tom Strong Ale,RobinsonsImportadoraOn TradeEstiloBarley Wine  Álcool (%)8.5% ABVIngredientesBritish pale malt, crystal malt, small percentage of chocolate malt, caramel for colour adjustment. Goldings whole hops and small percentage of NorthdownAtivaSIMSazonalOutrosTemperatura8-12 °C Copo ideal ConhaqueVisite o website,NA,Barley Wine,8.5,SIM,Outros,NA,8, Conhaque,4,8,4,16,4,8,40
Spitfire Premium Kentish Ale,Shepherd NeameEstiloStandard Bitter  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Standard Bitter,4.5,SIM,Não é sazonal,5,7, Pint,3.6,7,4,14,4,7,101
Strong Suffolk Vintage Ale,Greene KingImportadoraBoxerEstiloWood Aged Beer  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Wood Aged Beer,6,SIM,Não é sazonal,8,12, Pint,3.8,7,4,15,4,7,111
Thomas Hardy's Ale,Thomas Hardy Brewery EstiloBarley Wine  Álcool (%)11.7% ABVAtivaSIMSazonalOutrosTemperatura8-12 °C Copo ideal Tulipa ConhaqueVisite o website,NA,Barley Wine,11.7,SIM,Outros,8,12, Tulipa Conhaque,4.5,9,4,18,4,9,41
Wells Banana Bread Beer,Wells & YoungsEstiloFruit Beer  Álcool (%)5.2% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Visite o website,NA,Fruit Beer,5.2,SIM,Não é sazonal,0,4,NA,3.3,7,3,13,3,6,172
Wells Bombardier,Wells & YoungsImportadoraOn TradeEstiloExtra Special Bitter/English Pale Ale  Álcool (%)5.2% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Extra Special Bitter/English Pale Ale,5.2,SIM,Não é sazonal,8,12, Pint,3.5,7,4,14,4,7,193
Wells Sticky Toffee Pudding Ale,Wells & YoungsEstiloEnglish Brown Ale  Álcool (%)5% ABVAtivaNÃOSazonalOutonoTemperatura5-7 °C Copo ideal Caldereta,NA,English Brown Ale,5,NÃO,Outono,5,7, Caldereta,3.6,7,4,14,4,7,54
Wells Waggle Dance Beer,Wells & YoungsEstiloSpecialty Beer  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint,NA,Specialty Beer,5,SIM,Não é sazonal,5,7, Pint,2.9,5,3,12,3,6,58
Wexford Irish Cream Ale,Greene KingImportadoraBoxerEstiloCream Ale  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Cream Ale,5,SIM,Não é sazonal,8,12, Pint,3.6,6,5,14,4,7,123
Wychwood Hobgoblin,Wychwood BreweryEstiloExtra Special Bitter/English Pale Ale  Álcool (%)5.2% ABVIngredientesPale, chocolate and crystal malts; English Fuggles and Styrian Goldings hopsAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,Extra Special Bitter/English Pale Ale,5.2,SIM,Não é sazonal,5,7, Pint,3.5,7,4,14,4,7,71
